Id,Count,Named,Original
arraylist,39,Python & R Developers,Python & R Developers
mapping,39,unamed,mapping
lua,39,unamed,lua
snowflake-cloud-data-platform,39,unamed,snowflake-cloud-data-platform
object-detection,39,unamed,object-detection
atomic,39,unamed,atomic
soap,39,unamed,soap
move-semantics,39,unamed,move-semantics
domain-driven-design,39,unamed,domain-driven-design
pandas-groupby,39,Python & R Developers,Python & R Developers
amazon-sagemaker,39,unamed,amazon-sagemaker
databricks,39,unamed,databricks
vb.net,39,unamed,vb.net
uuid,38,unamed,uuid
keyboard,38,unamed,keyboard
callback,38,unamed,callback
html-table,38,FrontEnd Developers,FrontEnd Developers
dom-events,38,unamed,dom-events
azure-ad-b2c,38,unamed,azure-ad-b2c
key,38,unamed,key
vpn,38,unamed,vpn
erlang,38,unamed,erlang
rabbitmq,38,unamed,rabbitmq
sequelize.js,38,FrontEnd Developers,FrontEnd Developers
stdout,38,unamed,stdout
android-lifecycle,38,Android & Java Developers,Android & Java Developers
pipe,38,Python & R Developers,Python & R Developers
ipython,38,Python & R Developers,Python & R Developers
keyboard-shortcuts,37,unamed,keyboard-shortcuts
textfield,37,unamed,textfield
dotenv,37,unamed,dotenv
heap-memory,37,unamed,heap-memory
firebase-hosting,37,unamed,firebase-hosting
microsoft-teams,37,unamed,microsoft-teams
sentry,37,unamed,sentry
refactoring,37,unamed,refactoring
config,37,unamed,config
printing,37,unamed,printing
continuous-deployment,37,unamed,continuous-deployment
android-manifest,37,Android & Java Developers,Android & Java Developers
apple-push-notifications,37,Apple Developers,Apple Developers
listview,37,Android & Java Developers,Android & Java Developers
padding,37,unamed,padding
database-migration,37,Database Developers,Database Developers
interpolation,37,unamed,interpolation
spyder,37,unamed,spyder
subset,37,unamed,subset
std,37,unamed,std
sed,37,Version Control,Version Control
slice,37,unamed,slice
python-imaging-library,37,Python & R Developers,Python & R Developers
nvidia,37,unamed,nvidia
amazon-eks,37,unamed,amazon-eks
themes,36,unamed,themes
enzyme,36,unamed,enzyme
blob,36,unamed,blob
alias,36,unamed,alias
apollo-server,36,unamed,apollo-server
middleware,36,unamed,middleware
formik,36,unamed,formik
html5-video,36,FrontEnd Developers,FrontEnd Developers
twitter,36,unamed,twitter
sapper,36,unamed,sapper
synchronization,36,unamed,synchronization
visual-studio-2017,36,unamed,visual-studio-2017
rstudio,36,unamed,rstudio
google-chrome-headless,36,unamed,google-chrome-headless
google-play-services,36,unamed,google-play-services
google-play-console,36,unamed,google-play-console
android-architecture-navigation,36,Android & Java Developers,Android & Java Developers
microsoft-graph-api,36,unamed,microsoft-graph-api
docker-swarm,36,unamed,docker-swarm
python-multiprocessing,36,Python & R Developers,Python & R Developers
ada,36,unamed,ada
assets,35,unamed,assets
mongodb-atlas,35,unamed,mongodb-atlas
parameter-passing,35,unamed,parameter-passing
antd,35,unamed,antd
components,35,unamed,components
passport.js,35,FrontEnd Developers,FrontEnd Developers
amazon-cloudfront,35,unamed,amazon-cloudfront
flexbox,35,unamed,flexbox
payment,35,unamed,payment
profiling,35,unamed,profiling
three.js,35,FrontEnd Developers,FrontEnd Developers
augmented-reality,35,unamed,augmented-reality
apple-sign-in,35,Apple Developers,Apple Developers
grid,35,unamed,grid
aes,35,unamed,aes
window,35,unamed,window
posix,35,unamed,posix
terminology,35,unamed,terminology
database-design,35,Database Developers,Database Developers
android-ndk,35,Android & Java Developers,Android & Java Developers
legend,35,unamed,legend
qml,35,unamed,qml
razor-pages,35,unamed,razor-pages
tomcat9,35,unamed,tomcat9
android-camerax,35,Android & Java Developers,Android & Java Developers
locking,35,unamed,locking
aws-fargate,35,unamed,aws-fargate
service-accounts,35,unamed,service-accounts
join,35,Database Developers,Database Developers
google-compute-engine,35,unamed,google-compute-engine
azure-sql-database,35,Database Developers,Database Developers
laravel-5,35,FrontEnd Developers,FrontEnd Developers
xgboost,35,unamed,xgboost
celery,35,unamed,celery
nunit,35,unamed,nunit
ef-core-3.1,35,unamed,ef-core-3.1
gulp,34,unamed,gulp
travis-ci,34,unamed,travis-ci
this,34,unamed,this
version-control,34,Version Control,Version Control
mocha.js,34,FrontEnd Developers,FrontEnd Developers
controller,34,unamed,controller
mobile-safari,34,unamed,mobile-safari
emacs,34,unamed,emacs
datatable,34,unamed,datatable
race-condition,34,unamed,race-condition
local-storage,34,unamed,local-storage
laravel-mix,34,FrontEnd Developers,FrontEnd Developers
twilio,34,unamed,twilio
tensorflow.js,34,FrontEnd Developers,FrontEnd Developers
digital-ocean,34,Version Control,Version Control
header,34,unamed,header
release,34,unamed,release
private,34,unamed,private
settings,34,unamed,settings
uicollectionview,34,unamed,uicollectionview
python-poetry,34,Python & R Developers,Python & R Developers
http2,34,unamed,http2
ssis,34,unamed,ssis
amazon-sqs,34,unamed,amazon-sqs
transactions,34,unamed,transactions
geospatial,34,unamed,geospatial
tensorflow-lite,34,Python & R Developers,Python & R Developers
tf.keras,34,unamed,tf.keras
range,34,unamed,range
shared-libraries,34,unamed,shared-libraries
thread-safety,34,unamed,thread-safety
where-clause,34,unamed,where-clause
lstm,34,unamed,lstm
boto3,34,unamed,boto3
c99,34,unamed,c99
common-lisp,34,unamed,common-lisp
manifest,33,unamed,manifest
importerror,33,unamed,importerror
storage,33,unamed,storage
monorepo,33,unamed,monorepo
rollupjs,33,FrontEnd Developers,FrontEnd Developers
aws-serverless,33,unamed,aws-serverless
metadata,33,unamed,metadata
arkit,33,unamed,arkit
subscription,33,unamed,subscription
azure-cosmosdb,33,unamed,azure-cosmosdb
azure-application-insights,33,unamed,azure-application-insights
google-cloud-sql,33,Database Developers,Database Developers
nested-lists,33,Python & R Developers,Python & R Developers
ffi,33,unamed,ffi
scheduled-tasks,33,unamed,scheduled-tasks
mqtt,33,unamed,mqtt
cloudflare,33,unamed,cloudflare
xpath,33,unamed,xpath
glsl,33,unamed,glsl
sbt,33,unamed,sbt
micro-optimization,33,unamed,micro-optimization
traefik,33,unamed,traefik
pyqt,33,unamed,pyqt
python-3.6,33,Python & R Developers,Python & R Developers
stdatomic,33,unamed,stdatomic
lifetime,33,unamed,lifetime
lisp,33,unamed,lisp
terraform-provider-aws,33,unamed,terraform-provider-aws
json.net,33,FrontEnd Developers,FrontEnd Developers
asp.net-identity,33,unamed,asp.net-identity
react-router-dom,32,unamed,react-router-dom
jasmine,32,unamed,jasmine
lerna,32,unamed,lerna
bundler,32,unamed,bundler
realm,32,unamed,realm
task,32,unamed,task
msal,32,unamed,msal
virtualbox,32,unamed,virtualbox
avro,32,unamed,avro
groovy,32,unamed,groovy
fork,32,unamed,fork
batch-file,32,unamed,batch-file
aggregate,32,unamed,aggregate
smtp,32,unamed,smtp
outlook,32,unamed,outlook
fft,32,unamed,fft
huawei-mobile-services,32,unamed,huawei-mobile-services
tags,32,unamed,tags
android-workmanager,32,Android & Java Developers,Android & Java Developers
android-camera,32,Android & Java Developers,Android & Java Developers
future,32,unamed,future
clean-architecture,32,unamed,clean-architecture
return,32,unamed,return
sum,32,unamed,sum
ngrx,32,unamed,ngrx
sequence,32,unamed,sequence
powerbi,32,unamed,powerbi
angular7,32,FrontEnd Developers,FrontEnd Developers
comparison,32,unamed,comparison
gitlab-ci-runner,32,Version Control,Version Control
retrofit2,32,unamed,retrofit2
qt5,32,unamed,qt5
odata,32,unamed,odata
uml,32,unamed,uml
imagemagick,32,unamed,imagemagick
symfony4,32,unamed,symfony4
gunicorn,32,unamed,gunicorn
amazon-vpc,32,unamed,amazon-vpc
firebase-cli,31,unamed,firebase-cli
client,31,unamed,client
react-apollo,31,unamed,react-apollo
bundle,31,unamed,bundle
gesture,31,unamed,gesture
closures,31,unamed,closures
xmlhttprequest,31,unamed,xmlhttprequest
versioning,31,unamed,versioning
angular10,31,FrontEnd Developers,FrontEnd Developers
segmentation-fault,31,unamed,segmentation-fault
flutter-test,31,unamed,flutter-test
bluetooth-lowenergy,31,unamed,bluetooth-lowenergy
match,31,unamed,match
cocoa,31,Apple Developers,Apple Developers
ssh-keys,31,Version Control,Version Control
speech-recognition,31,unamed,speech-recognition
queue,31,unamed,queue
webdriver,31,unamed,webdriver
android-webview,31,Android & Java Developers,Android & Java Developers
android-notifications,31,Android & Java Developers,Android & Java Developers
tensorboard,31,unamed,tensorboard
visualization,31,unamed,visualization
gson,31,unamed,gson
timeout,31,unamed,timeout
character-encoding,31,unamed,character-encoding
sharepoint,31,unamed,sharepoint
type-hinting,31,unamed,type-hinting
dagger-hilt,31,unamed,dagger-hilt
gradle-kotlin-dsl,31,Android & Java Developers,Android & Java Developers
volatile,31,unamed,volatile
eloquent,31,FrontEnd Developers,FrontEnd Developers
com,31,unamed,com
reinforcement-learning,31,unamed,reinforcement-learning
max,31,unamed,max
vb6,31,unamed,vb6
template-meta-programming,31,unamed,template-meta-programming
tsconfig,30,unamed,tsconfig
css-grid,30,FrontEnd Developers,FrontEnd Developers
deserialization,30,unamed,deserialization
pivot-table,30,unamed,pivot-table
focus,30,unamed,focus
azure-storage-blobs,30,unamed,azure-storage-blobs
find,30,unamed,find
styles,30,unamed,styles
size,30,unamed,size
static-analysis,30,unamed,static-analysis
spacy,30,unamed,spacy
kafka-consumer-api,30,unamed,kafka-consumer-api
active-directory,30,unamed,active-directory
real-time,30,unamed,real-time
ocr,30,unamed,ocr
tensor,30,unamed,tensor
mathematical-optimization,30,unamed,mathematical-optimization
operator-keyword,30,unamed,operator-keyword
destructor,30,C Developers,C Developers
jit,30,unamed,jit
postgis,30,unamed,postgis
cucumber,30,unamed,cucumber
shapefile,30,unamed,shapefile
typing,30,unamed,typing
compiler-warnings,30,unamed,compiler-warnings
httpclient,30,unamed,httpclient
android-livedata,30,Android & Java Developers,Android & Java Developers
stack-overflow,30,unamed,stack-overflow
coroutine,30,unamed,coroutine
android-espresso,30,Android & Java Developers,Android & Java Developers
android-architecture-components,30,Android & Java Developers,Android & Java Developers
junit5,30,unamed,junit5
overload-resolution,30,unamed,overload-resolution
applicative,30,unamed,applicative
hikaricp,30,unamed,hikaricp
comparison-operators,30,unamed,comparison-operators
combinations,30,unamed,combinations
trace,30,unamed,trace
sizeof,30,unamed,sizeof
traits,30,unamed,traits
pandoc,30,unamed,pandoc
linear-regression,30,unamed,linear-regression
memory-alignment,30,unamed,memory-alignment
netlify,29,unamed,netlify
.net-core-3.0,29,unamed,.net-core-3.0
environment,29,unamed,environment
lint,29,unamed,lint
auth0,29,unamed,auth0
webpacker,29,FrontEnd Developers,FrontEnd Developers
nosql,29,Database Developers,Database Developers
react-native-web,29,unamed,react-native-web
pagespeed,29,unamed,pagespeed
webstorm,29,unamed,webstorm
git-bash,29,Version Control,Version Control
avfoundation,29,unamed,avfoundation
mutable,29,unamed,mutable
uitableview,29,Apple Developers,Apple Developers
repository,29,unamed,repository
session-cookies,29,unamed,session-cookies
http-post,29,unamed,http-post
hook,29,unamed,hook
mockito,29,unamed,mockito
youtube-api,29,unamed,youtube-api
language-design,29,unamed,language-design
character,29,unamed,character
yolo,29,unamed,yolo
number-formatting,29,unamed,number-formatting
c#-9.0,29,unamed,c#-9.0
docker-for-windows,29,unamed,docker-for-windows
arguments,29,unamed,arguments
retrofit,29,unamed,retrofit
bootloader,29,unamed,bootloader
qemu,29,unamed,qemu
unique,29,unamed,unique
maven-plugin,29,Android & Java Developers,Android & Java Developers
char,29,unamed,char
iteration,29,unamed,iteration
nginx-ingress,29,unamed,nginx-ingress
phpunit,29,FrontEnd Developers,FrontEnd Developers
distributed-computing,29,unamed,distributed-computing
image-segmentation,29,unamed,image-segmentation
signal-processing,29,unamed,signal-processing
function-pointers,29,C Developers,C Developers
embedded,29,C Developers,C Developers
avx,29,unamed,avx
ghc,29,unamed,ghc
sf,29,unamed,sf
xunit,29,unamed,xunit
react-component,28,unamed,react-component
cmd,28,unamed,cmd
syntax-error,28,unamed,syntax-error
development-environment,28,unamed,development-environment
rollup,28,unamed,rollup
internet-explorer-11,28,unamed,internet-explorer-11
dropdown,28,unamed,dropdown
webhooks,28,unamed,webhooks
modal-dialog,28,unamed,modal-dialog
export,28,unamed,export
nativescript,28,unamed,nativescript
xcode11,28,Apple Developers,Apple Developers
swift-package-manager,28,Apple Developers,Apple Developers
lldb,28,unamed,lldb
kotlin-multiplatform,28,unamed,kotlin-multiplatform
facebook-graph-api,28,unamed,facebook-graph-api
google-cloud-build,28,unamed,google-cloud-build
github-api,28,Version Control,Version Control
circleci,28,unamed,circleci
aws-sdk,28,unamed,aws-sdk
combinatorics,28,unamed,combinatorics
payment-gateway,28,unamed,payment-gateway
pdf-generation,28,unamed,pdf-generation
laravel-6,28,FrontEnd Developers,FrontEnd Developers
minikube,28,unamed,minikube
openmp,28,unamed,openmp
android-service,28,Android & Java Developers,Android & Java Developers
multi-tenant,28,unamed,multi-tenant
recaptcha,28,unamed,recaptcha
editor,28,unamed,editor
rounding,28,unamed,rounding
decimal,28,unamed,decimal
uvicorn,28,unamed,uvicorn
code-generation,28,unamed,code-generation
project-reactor,28,unamed,project-reactor
abstract-class,28,unamed,abstract-class
ldap,28,unamed,ldap
php-7.4,28,FrontEnd Developers,FrontEnd Developers
language-agnostic,28,unamed,language-agnostic
docker-registry,28,unamed,docker-registry
system-calls,28,unamed,system-calls
bert-language-model,28,unamed,bert-language-model
azure-databricks,28,unamed,azure-databricks
numba,28,unamed,numba
linear-algebra,28,unamed,linear-algebra
window-functions,28,C Developers,C Developers
sparse-matrix,28,unamed,sparse-matrix
printf,28,unamed,printf
stm32,28,unamed,stm32
elixir,28,unamed,elixir
location,27,unamed,location
bearer-token,27,unamed,bearer-token
react-bootstrap,27,FrontEnd Developers,FrontEnd Developers
